"time_key","date","hour","day","week","month","quarter","year"
"T08928","2019-08-27","10","27","4th Week","8","Q3","2019"
"T08929","2015-07-25","10","25","4th Week","7","Q3","2015"
"T08930","2015-06-02","22","2","1st Week","6","Q2","2015"
"T08931","2020-08-20","15","20","3rd Week","8","Q3","2020"
"T08932","2016-04-12","4","12","2nd Week","4","Q2","2016"
"T08933","2019-10-31","1","31","4th Week","10","Q4","2019"
"T08934","2020-07-23","11","23","4th Week","7","Q3","2020"
"T08935","2022-07-28","12","28","4th Week","7","Q3","2022"
"T08936","2016-05-23","2","23","4th Week","5","Q2","2016"
"T08937","2020-02-20","11","20","3rd Week","2","Q1","2020"
"T08938","2015-06-13","22","13","2nd Week","6","Q2","2015"
"T08939","2022-09-07","1","7","1st Week","9","Q3","2022"
"T08940","2019-02-14","19","14","2nd Week","2","Q1","2019"
"T08941","2017-02-13","14","13","2nd Week","2","Q1","2017"
"T08942","2017-01-24","1","24","4th Week","1","Q1","2017"
"T08943","2020-12-17","11","17","3rd Week","12","Q4","2020"
"T08944","2020-02-06","14","6","1st Week","2","Q1","2020"
"T08945","2016-09-25","9","25","4th Week","9","Q3","2016"
"T08946","2022-10-20","9","20","3rd Week","10","Q4","2022"
"T08947","2017-12-31","21","31","4th Week","12","Q4","2017"
"T08948","2021-09-24","8","24","4th Week","9","Q3","2021"
"T08949","2015-09-16","21","16","3rd Week","9","Q3","2015"
"T08950","2015-04-29","16","29","4th Week","4","Q2","2015"
"T08951","2022-04-20","14","20","3rd Week","4","Q2","2022"
"T08952","2014-08-28","12","28","4th Week","8","Q3","2014"
"T08953","2021-11-17","9","17","3rd Week","11","Q4","2021"
"T08954","2020-11-23","7","23","4th Week","11","Q4","2020"
"T08955","2014-01-29","19","29","4th Week","1","Q1","2014"
"T08956","2015-11-18","12","18","3rd Week","11","Q4","2015"
"T08957","2015-05-16","12","16","3rd Week","5","Q2","2015"
"T08958","2014-06-14","8","14","2nd Week","6","Q2","2014"
"T08959","2015-02-14","9","14","2nd Week","2","Q1","2015"
"T08960","2016-03-04","2","4","1st Week","3","Q1","2016"
"T08961","2019-08-29","17","29","4th Week","8","Q3","2019"
"T08962","2020-01-29","5","29","4th Week","1","Q1","2020"
"T08963","2019-07-26","19","26","4th Week","7","Q3","2019"
"T08964","2018-09-06","2","6","1st Week","9","Q3","2018"
"T08965","2022-07-21","7","21","3rd Week","7","Q3","2022"
"T08966","2015-03-18","19","18","3rd Week","3","Q1","2015"
"T08967","2016-08-24","1","24","4th Week","8","Q3","2016"
"T08968","2014-03-10","18","10","2nd Week","3","Q1","2014"
"T08969","2019-08-13","15","13","2nd Week","8","Q3","2019"
"T08970","2019-02-28","15","28","4th Week","2","Q1","2019"
"T08971","2016-01-06","1","6","1st Week","1","Q1","2016"
"T08972","2020-03-09","17","9","2nd Week","3","Q1","2020"
"T08973","2018-09-19","12","19","3rd Week","9","Q3","2018"
"T08974","2021-01-24","9","24","4th Week","1","Q1","2021"
"T08975","2016-10-19","9","19","3rd Week","10","Q4","2016"
"T08976","2016-05-29","2","29","4th Week","5","Q2","2016"
"T08977","2018-03-06","9","6","1st Week","3","Q1","2018"
"T08978","2018-02-24","17","24","4th Week","2","Q1","2018"
"T08979","2021-11-02","23","2","1st Week","11","Q4","2021"
"T08980","2021-08-07","2","7","1st Week","8","Q3","2021"
"T08981","2016-03-31","14","31","4th Week","3","Q1","2016"
"T08982","2020-08-17","6","17","3rd Week","8","Q3","2020"
"T08983","2019-01-07","16","7","1st Week","1","Q1","2019"
"T08984","2017-10-20","1","20","3rd Week","10","Q4","2017"
"T08985","2020-08-17","2","17","3rd Week","8","Q3","2020"
"T08986","2019-08-20","10","20","3rd Week","8","Q3","2019"
"T08987","2019-10-23","19","23","4th Week","10","Q4","2019"
"T08988","2015-03-04","14","4","1st Week","3","Q1","2015"
"T08989","2014-04-11","14","11","2nd Week","4","Q2","2014"
"T08990","2016-08-26","8","26","4th Week","8","Q3","2016"
"T08991","2021-01-14","6","14","2nd Week","1","Q1","2021"
"T08992","2021-01-21","6","21","3rd Week","1","Q1","2021"
"T08993","2018-04-05","20","5","1st Week","4","Q2","2018"
"T08994","2021-08-16","12","16","3rd Week","8","Q3","2021"
"T08995","2018-06-30","1","30","4th Week","6","Q2","2018"
"T08996","2019-01-16","2","16","3rd Week","1","Q1","2019"
"T08997","2014-11-17","12","17","3rd Week","11","Q4","2014"
"T08998","2018-07-08","18","8","2nd Week","7","Q3","2018"
"T08999","2019-05-22","0","22","4th Week","5","Q2","2019"
"T09000","2022-02-08","23","8","2nd Week","2","Q1","2022"
"T09001","2022-09-02","15","2","1st Week","9","Q3","2022"
"T09002","2018-07-25","7","25","4th Week","7","Q3","2018"
"T09003","2018-04-01","12","1","1st Week","4","Q2","2018"
"T09004","2021-06-11","17","11","2nd Week","6","Q2","2021"
"T09005","2014-05-31","4","31","4th Week","5","Q2","2014"
"T09006","2021-04-20","3","20","3rd Week","4","Q2","2021"
"T09007","2018-06-18","16","18","3rd Week","6","Q2","2018"
"T09008","2019-01-29","3","29","4th Week","1","Q1","2019"
"T09009","2020-03-02","14","2","1st Week","3","Q1","2020"
"T09010","2017-06-26","20","26","4th Week","6","Q2","2017"
"T09011","2014-03-29","21","29","4th Week","3","Q1","2014"
"T09012","2021-05-22","7","22","4th Week","5","Q2","2021"
"T09013","2017-01-18","7","18","3rd Week","1","Q1","2017"
"T09014","2016-05-07","5","7","1st Week","5","Q2","2016"
"T09015","2022-01-05","18","5","1st Week","1","Q1","2022"
"T09016","2015-12-16","6","16","3rd Week","12","Q4","2015"
"T09017","2022-09-22","15","22","4th Week","9","Q3","2022"
"T09018","2021-03-21","5","21","3rd Week","3","Q1","2021"
"T09019","2021-08-03","21","3","1st Week","8","Q3","2021"
"T09020","2015-11-09","14","9","2nd Week","11","Q4","2015"
"T09021","2018-06-03","15","3","1st Week","6","Q2","2018"
"T09022","2021-08-17","13","17","3rd Week","8","Q3","2021"
"T09023","2020-02-24","0","24","4th Week","2","Q1","2020"
"T09024","2017-10-02","10","2","1st Week","10","Q4","2017"
"T09025","2015-01-27","9","27","4th Week","1","Q1","2015"
"T09026","2020-07-03","8","3","1st Week","7","Q3","2020"
"T09027","2015-07-03","3","3","1st Week","7","Q3","2015"
"T09028","2014-04-02","10","2","1st Week","4","Q2","2014"
"T09029","2015-05-09","0","9","2nd Week","5","Q2","2015"
"T09030","2021-06-30","14","30","4th Week","6","Q2","2021"
"T09031","2018-07-12","1","12","2nd Week","7","Q3","2018"
"T09032","2015-01-28","5","28","4th Week","1","Q1","2015"
"T09033","2020-02-01","3","1","1st Week","2","Q1","2020"
"T09034","2017-08-14","16","14","2nd Week","8","Q3","2017"
"T09035","2014-10-11","12","11","2nd Week","10","Q4","2014"
"T09036","2020-05-11","18","11","2nd Week","5","Q2","2020"
"T09037","2019-10-31","0","31","4th Week","10","Q4","2019"
"T09038","2015-05-13","2","13","2nd Week","5","Q2","2015"
"T09039","2021-07-08","13","8","2nd Week","7","Q3","2021"
"T09040","2016-08-19","16","19","3rd Week","8","Q3","2016"
"T09041","2020-11-02","9","2","1st Week","11","Q4","2020"
"T09042","2018-09-05","3","5","1st Week","9","Q3","2018"
"T09043","2022-05-14","7","14","2nd Week","5","Q2","2022"
"T09044","2021-03-23","11","23","4th Week","3","Q1","2021"
"T09045","2020-12-19","0","19","3rd Week","12","Q4","2020"
"T09046","2020-09-23","14","23","4th Week","9","Q3","2020"
"T09047","2022-11-01","23","1","1st Week","11","Q4","2022"
"T09048","2015-12-01","15","1","1st Week","12","Q4","2015"
"T09049","2019-07-08","15","8","2nd Week","7","Q3","2019"
"T09050","2015-07-07","16","7","1st Week","7","Q3","2015"
"T09051","2015-03-29","7","29","4th Week","3","Q1","2015"
"T09052","2016-07-23","15","23","4th Week","7","Q3","2016"
"T09053","2022-04-18","9","18","3rd Week","4","Q2","2022"
"T09054","2018-03-30","4","30","4th Week","3","Q1","2018"
"T09055","2014-01-21","13","21","3rd Week","1","Q1","2014"
"T09056","2015-07-27","16","27","4th Week","7","Q3","2015"
"T09057","2016-08-28","23","28","4th Week","8","Q3","2016"
"T09058","2017-06-30","14","30","4th Week","6","Q2","2017"
"T09059","2021-03-23","6","23","4th Week","3","Q1","2021"
"T09060","2017-03-20","0","20","3rd Week","3","Q1","2017"
"T09061","2019-03-22","17","22","4th Week","3","Q1","2019"
"T09062","2022-05-17","5","17","3rd Week","5","Q2","2022"
"T09063","2019-12-02","2","2","1st Week","12","Q4","2019"
"T09064","2016-12-04","14","4","1st Week","12","Q4","2016"
"T09065","2018-01-17","23","17","3rd Week","1","Q1","2018"
"T09066","2019-12-26","9","26","4th Week","12","Q4","2019"
"T09067","2022-01-03","21","3","1st Week","1","Q1","2022"
"T09068","2017-12-23","2","23","4th Week","12","Q4","2017"
"T09069","2019-12-15","17","15","3rd Week","12","Q4","2019"
"T09070","2015-10-17","20","17","3rd Week","10","Q4","2015"
"T09071","2020-10-04","18","4","1st Week","10","Q4","2020"
"T09072","2022-10-13","17","13","2nd Week","10","Q4","2022"
"T09073","2017-06-06","10","6","1st Week","6","Q2","2017"
"T09074","2021-10-15","19","15","3rd Week","10","Q4","2021"
"T09075","2018-08-21","10","21","3rd Week","8","Q3","2018"
"T09076","2018-05-10","18","10","2nd Week","5","Q2","2018"
"T09077","2018-04-29","17","29","4th Week","4","Q2","2018"
"T09078","2014-04-27","7","27","4th Week","4","Q2","2014"
"T09079","2016-05-09","23","9","2nd Week","5","Q2","2016"
"T09080","2020-11-05","18","5","1st Week","11","Q4","2020"
"T09081","2022-08-07","20","7","1st Week","8","Q3","2022"
"T09082","2019-04-21","21","21","3rd Week","4","Q2","2019"
"T09083","2018-04-29","16","29","4th Week","4","Q2","2018"
"T09084","2016-10-16","1","16","3rd Week","10","Q4","2016"
"T09085","2015-10-17","0","17","3rd Week","10","Q4","2015"
"T09086","2021-08-05","1","5","1st Week","8","Q3","2021"
"T09087","2019-07-10","17","10","2nd Week","7","Q3","2019"
"T09088","2014-11-27","7","27","4th Week","11","Q4","2014"
"T09089","2019-04-20","10","20","3rd Week","4","Q2","2019"
"T09090","2022-01-30","2","30","4th Week","1","Q1","2022"
"T09091","2019-12-11","12","11","2nd Week","12","Q4","2019"
"T09092","2019-12-03","2","3","1st Week","12","Q4","2019"
"T09093","2021-08-03","21","3","1st Week","8","Q3","2021"
"T09094","2019-12-20","3","20","3rd Week","12","Q4","2019"
"T09095","2018-08-06","5","6","1st Week","8","Q3","2018"
"T09096","2015-02-08","6","8","2nd Week","2","Q1","2015"
"T09097","2016-05-30","18","30","4th Week","5","Q2","2016"
"T09098","2022-01-29","5","29","4th Week","1","Q1","2022"
"T09099","2014-07-09","10","9","2nd Week","7","Q3","2014"
"T09100","2019-09-15","3","15","3rd Week","9","Q3","2019"
"T09101","2019-06-26","20","26","4th Week","6","Q2","2019"
"T09102","2020-08-07","19","7","1st Week","8","Q3","2020"
"T09103","2020-01-08","23","8","2nd Week","1","Q1","2020"
"T09104","2021-07-01","19","1","1st Week","7","Q3","2021"
"T09105","2021-12-13","14","13","2nd Week","12","Q4","2021"
"T09106","2017-06-01","14","1","1st Week","6","Q2","2017"
"T09107","2021-09-08","14","8","2nd Week","9","Q3","2021"
"T09108","2016-07-10","13","10","2nd Week","7","Q3","2016"
"T09109","2022-01-05","1","5","1st Week","1","Q1","2022"
"T09110","2015-06-10","19","10","2nd Week","6","Q2","2015"
"T09111","2014-04-17","19","17","3rd Week","4","Q2","2014"
"T09112","2018-02-23","11","23","4th Week","2","Q1","2018"
"T09113","2016-03-04","20","4","1st Week","3","Q1","2016"
"T09114","2017-03-02","22","2","1st Week","3","Q1","2017"
"T09115","2015-03-27","16","27","4th Week","3","Q1","2015"
"T09116","2019-02-05","16","5","1st Week","2","Q1","2019"
"T09117","2020-03-01","14","1","1st Week","3","Q1","2020"
"T09118","2021-01-27","17","27","4th Week","1","Q1","2021"
"T09119","2017-11-05","15","5","1st Week","11","Q4","2017"
"T09120","2015-05-20","19","20","3rd Week","5","Q2","2015"
"T09121","2018-09-08","9","8","2nd Week","9","Q3","2018"
"T09122","2020-02-22","12","22","4th Week","2","Q1","2020"
"T09123","2020-03-17","1","17","3rd Week","3","Q1","2020"
"T09124","2021-06-10","3","10","2nd Week","6","Q2","2021"
"T09125","2014-04-03","5","3","1st Week","4","Q2","2014"
"T09126","2022-08-13","20","13","2nd Week","8","Q3","2022"
"T09127","2020-09-13","21","13","2nd Week","9","Q3","2020"
"T09128","2015-05-07","4","7","1st Week","5","Q2","2015"
"T09129","2014-06-08","7","8","2nd Week","6","Q2","2014"
"T09130","2016-10-29","20","29","4th Week","10","Q4","2016"
"T09131","2020-08-24","1","24","4th Week","8","Q3","2020"
"T09132","2016-07-13","13","13","2nd Week","7","Q3","2016"
"T09133","2015-11-21","9","21","3rd Week","11","Q4","2015"
"T09134","2015-10-05","11","5","1st Week","10","Q4","2015"
"T09135","2016-06-19","15","19","3rd Week","6","Q2","2016"
"T09136","2018-01-15","2","15","3rd Week","1","Q1","2018"
"T09137","2014-02-16","1","16","3rd Week","2","Q1","2014"
"T09138","2022-05-29","9","29","4th Week","5","Q2","2022"
"T09139","2020-11-09","1","9","2nd Week","11","Q4","2020"
"T09140","2015-03-21","3","21","3rd Week","3","Q1","2015"
"T09141","2015-03-23","15","23","4th Week","3","Q1","2015"
"T09142","2017-12-31","15","31","4th Week","12","Q4","2017"
"T09143","2018-05-04","5","4","1st Week","5","Q2","2018"
"T09144","2014-04-21","3","21","3rd Week","4","Q2","2014"
"T09145","2022-06-05","15","5","1st Week","6","Q2","2022"
"T09146","2019-02-13","18","13","2nd Week","2","Q1","2019"
"T09147","2017-12-28","12","28","4th Week","12","Q4","2017"
"T09148","2014-03-09","0","9","2nd Week","3","Q1","2014"
"T09149","2015-03-07","7","7","1st Week","3","Q1","2015"
"T09150","2016-07-11","21","11","2nd Week","7","Q3","2016"
"T09151","2022-10-17","14","17","3rd Week","10","Q4","2022"
"T09152","2014-07-26","17","26","4th Week","7","Q3","2014"
"T09153","2018-09-01","14","1","1st Week","9","Q3","2018"
"T09154","2015-12-31","11","31","4th Week","12","Q4","2015"
"T09155","2017-05-29","17","29","4th Week","5","Q2","2017"
"T09156","2015-09-25","20","25","4th Week","9","Q3","2015"
"T09157","2014-04-13","10","13","2nd Week","4","Q2","2014"
"T09158","2014-10-11","19","11","2nd Week","10","Q4","2014"
"T09159","2016-10-08","20","8","2nd Week","10","Q4","2016"
"T09160","2020-02-04","17","4","1st Week","2","Q1","2020"
"T09161","2016-03-08","5","8","2nd Week","3","Q1","2016"
"T09162","2018-04-03","2","3","1st Week","4","Q2","2018"
"T09163","2016-12-19","12","19","3rd Week","12","Q4","2016"
"T09164","2017-07-06","23","6","1st Week","7","Q3","2017"
"T09165","2015-12-22","17","22","4th Week","12","Q4","2015"
"T09166","2018-10-02","4","2","1st Week","10","Q4","2018"
"T09167","2022-09-22","6","22","4th Week","9","Q3","2022"
"T09168","2017-08-16","23","16","3rd Week","8","Q3","2017"
"T09169","2016-03-19","6","19","3rd Week","3","Q1","2016"
"T09170","2021-04-03","21","3","1st Week","4","Q2","2021"
"T09171","2015-11-05","10","5","1st Week","11","Q4","2015"
"T09172","2021-12-27","10","27","4th Week","12","Q4","2021"
"T09173","2014-09-18","4","18","3rd Week","9","Q3","2014"
"T09174","2021-09-26","1","26","4th Week","9","Q3","2021"
"T09175","2015-02-18","4","18","3rd Week","2","Q1","2015"
"T09176","2019-08-26","3","26","4th Week","8","Q3","2019"
"T09177","2020-02-20","3","20","3rd Week","2","Q1","2020"
"T09178","2021-08-21","10","21","3rd Week","8","Q3","2021"
"T09179","2017-06-17","16","17","3rd Week","6","Q2","2017"
"T09180","2014-11-18","1","18","3rd Week","11","Q4","2014"
"T09181","2018-04-24","13","24","4th Week","4","Q2","2018"
"T09182","2021-08-18","15","18","3rd Week","8","Q3","2021"
"T09183","2020-06-25","1","25","4th Week","6","Q2","2020"
"T09184","2021-07-30","3","30","4th Week","7","Q3","2021"
"T09185","2017-04-15","19","15","3rd Week","4","Q2","2017"
"T09186","2018-07-20","1","20","3rd Week","7","Q3","2018"
"T09187","2022-09-29","13","29","4th Week","9","Q3","2022"
"T09188","2014-10-29","0","29","4th Week","10","Q4","2014"
"T09189","2021-08-14","2","14","2nd Week","8","Q3","2021"
"T09190","2015-02-18","9","18","3rd Week","2","Q1","2015"
"T09191","2022-05-08","22","8","2nd Week","5","Q2","2022"
"T09192","2016-09-26","4","26","4th Week","9","Q3","2016"
"T09193","2014-10-18","12","18","3rd Week","10","Q4","2014"
"T09194","2015-08-28","18","28","4th Week","8","Q3","2015"
"T09195","2020-08-18","11","18","3rd Week","8","Q3","2020"
"T09196","2016-08-22","0","22","4th Week","8","Q3","2016"
"T09197","2015-08-30","14","30","4th Week","8","Q3","2015"
"T09198","2018-04-29","21","29","4th Week","4","Q2","2018"
"T09199","2018-03-30","9","30","4th Week","3","Q1","2018"
"T09200","2016-12-28","9","28","4th Week","12","Q4","2016"
"T09201","2017-08-18","19","18","3rd Week","8","Q3","2017"
"T09202","2017-08-26","2","26","4th Week","8","Q3","2017"
"T09203","2018-11-27","9","27","4th Week","11","Q4","2018"
"T09204","2016-05-24","23","24","4th Week","5","Q2","2016"
"T09205","2017-04-30","10","30","4th Week","4","Q2","2017"
"T09206","2019-12-01","13","1","1st Week","12","Q4","2019"
"T09207","2016-12-29","3","29","4th Week","12","Q4","2016"
"T09208","2015-03-11","16","11","2nd Week","3","Q1","2015"
"T09209","2015-01-16","19","16","3rd Week","1","Q1","2015"
"T09210","2018-11-16","9","16","3rd Week","11","Q4","2018"
"T09211","2016-07-28","19","28","4th Week","7","Q3","2016"
"T09212","2016-12-02","4","2","1st Week","12","Q4","2016"
"T09213","2016-07-19","21","19","3rd Week","7","Q3","2016"
"T09214","2022-01-13","10","13","2nd Week","1","Q1","2022"
"T09215","2019-12-31","3","31","4th Week","12","Q4","2019"
"T09216","2019-01-02","8","2","1st Week","1","Q1","2019"
"T09217","2022-08-11","2","11","2nd Week","8","Q3","2022"
"T09218","2015-06-19","18","19","3rd Week","6","Q2","2015"
"T09219","2018-06-01","6","1","1st Week","6","Q2","2018"
"T09220","2015-02-02","7","2","1st Week","2","Q1","2015"
"T09221","2021-09-13","5","13","2nd Week","9","Q3","2021"
"T09222","2021-09-01","2","1","1st Week","9","Q3","2021"
"T09223","2018-02-21","5","21","3rd Week","2","Q1","2018"
"T09224","2022-01-15","12","15","3rd Week","1","Q1","2022"
"T09225","2021-01-15","18","15","3rd Week","1","Q1","2021"
"T09226","2021-08-25","15","25","4th Week","8","Q3","2021"
"T09227","2022-06-02","15","2","1st Week","6","Q2","2022"
"T09228","2014-02-03","1","3","1st Week","2","Q1","2014"
"T09229","2015-08-20","10","20","3rd Week","8","Q3","2015"
"T09230","2016-02-05","0","5","1st Week","2","Q1","2016"
"T09231","2015-05-16","7","16","3rd Week","5","Q2","2015"
"T09232","2020-02-14","6","14","2nd Week","2","Q1","2020"
"T09233","2018-12-31","0","31","4th Week","12","Q4","2018"
"T09234","2019-03-15","22","15","3rd Week","3","Q1","2019"
"T09235","2017-12-16","22","16","3rd Week","12","Q4","2017"
"T09236","2022-08-25","23","25","4th Week","8","Q3","2022"
"T09237","2019-10-23","20","23","4th Week","10","Q4","2019"
"T09238","2017-05-07","21","7","1st Week","5","Q2","2017"
"T09239","2021-06-27","21","27","4th Week","6","Q2","2021"
"T09240","2022-05-19","13","19","3rd Week","5","Q2","2022"
"T09241","2019-09-15","3","15","3rd Week","9","Q3","2019"
"T09242","2020-11-17","18","17","3rd Week","11","Q4","2020"
"T09243","2019-02-19","14","19","3rd Week","2","Q1","2019"
"T09244","2015-01-25","21","25","4th Week","1","Q1","2015"
"T09245","2016-12-04","20","4","1st Week","12","Q4","2016"
"T09246","2018-01-03","14","3","1st Week","1","Q1","2018"
"T09247","2019-11-16","23","16","3rd Week","11","Q4","2019"
"T09248","2022-11-04","16","4","1st Week","11","Q4","2022"
"T09249","2014-04-22","12","22","4th Week","4","Q2","2014"
"T09250","2014-09-26","3","26","4th Week","9","Q3","2014"
"T09251","2015-12-27","22","27","4th Week","12","Q4","2015"
"T09252","2018-02-18","4","18","3rd Week","2","Q1","2018"
"T09253","2014-06-23","23","23","4th Week","6","Q2","2014"
"T09254","2021-07-14","17","14","2nd Week","7","Q3","2021"
"T09255","2014-04-28","21","28","4th Week","4","Q2","2014"
"T09256","2022-07-31","12","31","4th Week","7","Q3","2022"
"T09257","2022-04-03","8","3","1st Week","4","Q2","2022"
"T09258","2022-06-30","6","30","4th Week","6","Q2","2022"
"T09259","2021-06-01","19","1","1st Week","6","Q2","2021"
"T09260","2020-10-10","4","10","2nd Week","10","Q4","2020"
"T09261","2016-08-04","13","4","1st Week","8","Q3","2016"
"T09262","2022-03-26","6","26","4th Week","3","Q1","2022"
"T09263","2018-07-19","3","19","3rd Week","7","Q3","2018"
"T09264","2015-07-26","17","26","4th Week","7","Q3","2015"
"T09265","2020-05-16","11","16","3rd Week","5","Q2","2020"
"T09266","2015-05-16","0","16","3rd Week","5","Q2","2015"
"T09267","2019-11-12","6","12","2nd Week","11","Q4","2019"
"T09268","2014-02-16","0","16","3rd Week","2","Q1","2014"
"T09269","2019-07-18","10","18","3rd Week","7","Q3","2019"
"T09270","2016-04-01","13","1","1st Week","4","Q2","2016"
"T09271","2019-03-17","3","17","3rd Week","3","Q1","2019"
"T09272","2020-08-23","17","23","4th Week","8","Q3","2020"
"T09273","2021-12-10","6","10","2nd Week","12","Q4","2021"
"T09274","2022-10-02","5","2","1st Week","10","Q4","2022"
"T09275","2014-09-08","16","8","2nd Week","9","Q3","2014"
"T09276","2020-12-03","20","3","1st Week","12","Q4","2020"
"T09277","2016-09-22","0","22","4th Week","9","Q3","2016"
"T09278","2018-09-09","12","9","2nd Week","9","Q3","2018"
"T09279","2020-06-15","8","15","3rd Week","6","Q2","2020"
"T09280","2018-02-04","9","4","1st Week","2","Q1","2018"
"T09281","2018-09-11","21","11","2nd Week","9","Q3","2018"
"T09282","2021-07-29","2","29","4th Week","7","Q3","2021"
"T09283","2020-03-13","15","13","2nd Week","3","Q1","2020"
"T09284","2018-04-14","18","14","2nd Week","4","Q2","2018"
"T09285","2016-08-19","22","19","3rd Week","8","Q3","2016"
"T09286","2016-05-08","5","8","2nd Week","5","Q2","2016"
"T09287","2017-10-29","3","29","4th Week","10","Q4","2017"
"T09288","2015-01-21","20","21","3rd Week","1","Q1","2015"
"T09289","2022-08-01","14","1","1st Week","8","Q3","2022"
"T09290","2014-11-12","12","12","2nd Week","11","Q4","2014"
"T09291","2017-08-28","6","28","4th Week","8","Q3","2017"
"T09292","2016-03-12","19","12","2nd Week","3","Q1","2016"
"T09293","2014-10-15","7","15","3rd Week","10","Q4","2014"
"T09294","2016-05-08","2","8","2nd Week","5","Q2","2016"
"T09295","2021-11-19","0","19","3rd Week","11","Q4","2021"
"T09296","2021-02-22","23","22","4th Week","2","Q1","2021"
"T09297","2014-08-01","12","1","1st Week","8","Q3","2014"
"T09298","2016-05-10","19","10","2nd Week","5","Q2","2016"
"T09299","2021-12-03","6","3","1st Week","12","Q4","2021"
"T09300","2020-06-29","8","29","4th Week","6","Q2","2020"
"T09301","2019-06-20","0","20","3rd Week","6","Q2","2019"
"T09302","2021-04-09","4","9","2nd Week","4","Q2","2021"
"T09303","2016-03-31","4","31","4th Week","3","Q1","2016"
"T09304","2015-01-24","18","24","4th Week","1","Q1","2015"
"T09305","2020-06-09","13","9","2nd Week","6","Q2","2020"
"T09306","2016-08-01","17","1","1st Week","8","Q3","2016"
"T09307","2021-08-02","5","2","1st Week","8","Q3","2021"
"T09308","2014-12-08","5","8","2nd Week","12","Q4","2014"
"T09309","2019-11-26","22","26","4th Week","11","Q4","2019"
"T09310","2016-05-02","6","2","1st Week","5","Q2","2016"
"T09311","2021-01-20","11","20","3rd Week","1","Q1","2021"
"T09312","2019-05-24","22","24","4th Week","5","Q2","2019"
"T09313","2017-06-05","8","5","1st Week","6","Q2","2017"
"T09314","2015-12-02","16","2","1st Week","12","Q4","2015"
"T09315","2020-06-23","13","23","4th Week","6","Q2","2020"
"T09316","2020-03-04","8","4","1st Week","3","Q1","2020"
"T09317","2015-05-18","7","18","3rd Week","5","Q2","2015"
"T09318","2021-05-14","5","14","2nd Week","5","Q2","2021"
"T09319","2019-01-13","1","13","2nd Week","1","Q1","2019"
"T09320","2022-02-22","19","22","4th Week","2","Q1","2022"
"T09321","2016-03-27","10","27","4th Week","3","Q1","2016"
"T09322","2021-05-04","10","4","1st Week","5","Q2","2021"
"T09323","2019-03-22","7","22","4th Week","3","Q1","2019"
"T09324","2019-03-23","16","23","4th Week","3","Q1","2019"
"T09325","2021-02-14","17","14","2nd Week","2","Q1","2021"
"T09326","2014-12-06","15","6","1st Week","12","Q4","2014"
"T09327","2015-02-16","16","16","3rd Week","2","Q1","2015"
"T09328","2022-05-14","6","14","2nd Week","5","Q2","2022"
"T09329","2017-12-19","23","19","3rd Week","12","Q4","2017"
"T09330","2022-03-02","0","2","1st Week","3","Q1","2022"
"T09331","2019-08-16","22","16","3rd Week","8","Q3","2019"
"T09332","2018-04-09","18","9","2nd Week","4","Q2","2018"
"T09333","2020-07-09","8","9","2nd Week","7","Q3","2020"
"T09334","2014-09-11","9","11","2nd Week","9","Q3","2014"
"T09335","2022-01-01","3","1","1st Week","1","Q1","2022"
"T09336","2018-12-30","21","30","4th Week","12","Q4","2018"
"T09337","2015-07-09","0","9","2nd Week","7","Q3","2015"
"T09338","2019-04-20","11","20","3rd Week","4","Q2","2019"
"T09339","2019-10-07","0","7","1st Week","10","Q4","2019"
"T09340","2019-03-22","11","22","4th Week","3","Q1","2019"
"T09341","2018-09-27","1","27","4th Week","9","Q3","2018"
"T09342","2016-05-30","10","30","4th Week","5","Q2","2016"
"T09343","2020-05-16","7","16","3rd Week","5","Q2","2020"
"T09344","2016-01-03","20","3","1st Week","1","Q1","2016"
"T09345","2016-10-29","19","29","4th Week","10","Q4","2016"
"T09346","2015-04-17","1","17","3rd Week","4","Q2","2015"
"T09347","2022-03-31","15","31","4th Week","3","Q1","2022"
"T09348","2020-08-18","9","18","3rd Week","8","Q3","2020"
"T09349","2019-12-05","21","5","1st Week","12","Q4","2019"
"T09350","2021-10-18","2","18","3rd Week","10","Q4","2021"
"T09351","2018-10-29","0","29","4th Week","10","Q4","2018"
"T09352","2018-11-29","10","29","4th Week","11","Q4","2018"
"T09353","2021-07-12","13","12","2nd Week","7","Q3","2021"
"T09354","2017-12-12","4","12","2nd Week","12","Q4","2017"
"T09355","2017-01-12","17","12","2nd Week","1","Q1","2017"
"T09356","2015-11-17","17","17","3rd Week","11","Q4","2015"
"T09357","2018-06-27","12","27","4th Week","6","Q2","2018"
"T09358","2022-04-04","1","4","1st Week","4","Q2","2022"
"T09359","2017-09-01","18","1","1st Week","9","Q3","2017"
"T09360","2016-01-21","1","21","3rd Week","1","Q1","2016"
"T09361","2017-08-17","23","17","3rd Week","8","Q3","2017"
"T09362","2017-08-23","8","23","4th Week","8","Q3","2017"
"T09363","2019-02-17","3","17","3rd Week","2","Q1","2019"
"T09364","2016-07-12","10","12","2nd Week","7","Q3","2016"
"T09365","2017-06-09","19","9","2nd Week","6","Q2","2017"
"T09366","2015-10-24","1","24","4th Week","10","Q4","2015"
"T09367","2016-08-19","16","19","3rd Week","8","Q3","2016"
"T09368","2019-01-15","14","15","3rd Week","1","Q1","2019"
"T09369","2022-03-11","21","11","2nd Week","3","Q1","2022"
"T09370","2016-12-19","8","19","3rd Week","12","Q4","2016"
"T09371","2018-07-25","4","25","4th Week","7","Q3","2018"
