"item_key","payment_key","customer_key","time_key","store_key","quantity","unit","unit_price","total_price"
"I00088","P019","C000680","T03800","S0009","3","bottles","17.0","51.0"
"I00081","P008","C000491","T08054","S0013","2","bottles","29.0","58.0"
"I00093","P017","C001032","T03456","S0044","20","bottles","13.0","260.0"
"I00171","P017","C000675","T04192","S0031","129","ct","16.0","2064.0"
"I00107","P030","C001929","T01204","S0001","3","oz","20.0","60.0"
"I00149","P033","C001234","T01742","S0004","306","ct","15.0","4590.0"
"I00088","P020","C001092","T03229","S0012","6","bottles","17.0","102.0"
"I00211","P032","C001679","T06218","S0043","3","ct","15.0","45.0"
"I00004","P004","C001432","T06562","S0031","4","cans","6.75","27.0"
"I00093","P002","C000805","T06429","S0028","19","bottles","13.0","247.0"
"I00182","P037","C001844","T02644","S0044","34","oz","15.0","510.0"
"I00134","P001","C000852","T05448","S0033","147","ct","16.0","2352.0"
"I00043","P026","C000274","T02575","S0041","8","bottles","24.0","192.0"
"I00166","P032","C001924","T04710","S0002","5","bags","17.0","85.0"
"I00028","P019","C000356","T04970","S0008","9","cans","6.75","60.75"
"I00209","P014","C000479","T07142","S0036","11","ct","13.0","143.0"
"I00140","P013","C001731","T01826","S0015","426","ct","29.0","12354.0"
"I00170","P025","C001881","T07978","S0024","28","ct","15.0","420.0"
"I00076","P016","C000841","T02948","S0022","9","cans","6.75","60.75"
"I00141","P019","C001472","T04796","S0026","139","ct","18.0","2502.0"
"I00122","P010","C001826","T01583","S0028","499","ct","15.0","7485.0"
"I00123","P027","C001764","T06924","S0006","58","ct","45.0","2610.0"
"I00252","P038","C001823","T02196","S0041","3","ct","11.0","33.0"
"I00065","P038","C001791","T00761","S0005","1","bottles","20.0","20.0"
"I00258","P020","C000713","T05956","S0043","1","pk","21.0","21.0"
"I00093","P036","C001218","T09375","S0033","3","bottles","13.0","39.0"
"I00070","P016","C001332","T09760","S0018","2","bottles","17.5","35.0"
"I00236","P001","C000331","T07604","S0040","4","tins","12.0","48.0"
"I00198","P033","C000367","T01636","S0036","22","ct","12.0","264.0"
"I00058","P035","C000214","T01557","S0041","6","bottles","22.0","132.0"
"I00069","P018","C000815","T04392","S0039","20","bottles","17.5","350.0"
"I00242","P032","C001629","T02768","S0012","4","pk","12.0","48.0"
"I00052","P004","C000253","T07663","S0029","22","cans","40.0","880.0"
"I00050","P008","C001728","T08594","S0021","3","cans","8.0","24.0"
"I00115","P003","C001454","T05249","S0001","90","ct","53.0","4770.0"
"I00189","P015","C000163","T05090","S0024","7","ct","13.0","91.0"
"I00037","P032","C000644","T04037","S0030","5","cans","16.0","80.0"
"I00141","P002","C000223","T01756","S0033","134","ct","18.0","2412.0"
"I00096","P028","C001383","T09965","S0039","10","bottles","20.0","200.0"
"I00145","P002","C000719","T01252","S0017","200","ct","17.0","3400.0"
"I00192","P010","C000317","T09758","S0036","9","ct","24.0","216.0"
"I00243","P015","C001085","T06899","S0016","44","oz","16.0","704.0"
"I00036","P036","C001921","T09032","S0035","23","cans","16.0","368.0"
"I00185","P019","C000028","T04821","S0042","17","ct","14.0","238.0"
"I00155","P010","C001297","T02281","S0011","22","bags","17.0","374.0"
"I00078","P004","C001162","T04806","S0036","14","bottles","17.0","238.0"
"I00174","P038","C000086","T02478","S0043","42","oz","18.0","756.0"
"I00123","P012","C001734","T01599","S0042","6","ct","45.0","270.0"
"I00127","P020","C001964","T05124","S0003","228","pk","12.5","2850.0"
"I00236","P005","C000740","T01494","S0035","4","tins","12.0","48.0"
"I00063","P020","C001055","T05006","S0015","17","cans","40.0","680.0"
"I00081","P015","C001957","T01739","S0020","1","bottles","29.0","29.0"
"I00189","P027","C000100","T04738","S0017","41","ct","13.0","533.0"
"I00036","P017","C000253","T03238","S0036","14","cans","16.0","224.0"
"I00032","P018","C001051","T08429","S0033","21","cans","16.0","336.0"
"I00257","P014","C001259","T02365","S0044","72","ct","21.0","1512.0"
"I00045","P020","C000614","T01307","S0019","7","cans","8.0","56.0"
"I00094","P012","C000918","T03969","S0029","20","bottles","11.0","220.0"
"I00143","P037","C001162","T02354","S0004","70","ct","16.0","1120.0"
"I00178","P030","C001898","T08127","S0007","14","ct","26.0","364.0"
"I00078","P012","C001527","T02513","S0036","3","bottles","17.0","51.0"
"I00214","P010","C000098","T02191","S0035","27","oz","19.5","526.5"
"I00165","P028","C001718","T08399","S0008","28","bags","16.0","448.0"
"I00047","P012","C000478","T03043","S0036","7","cans","8.0","56.0"
"I00009","P017","C001982","T02888","S0009","30","cans","16.25","487.5"
"I00263","P005","C000838","T07446","S0033","44","ct","14.0","616.0"
"I00048","P021","C000708","T05816","S0001","5","cans","8.0","40.0"
"I00120","P010","C000143","T03864","S0004","10","ct","9.0","90.0"
"I00198","P017","C000197","T06122","S0016","22","ct","12.0","264.0"
"I00169","P002","C001407","T07788","S0042","11","ct","17.0","187.0"
"I00066","P026","C000167","T03736","S0004","1","bottles","20.0","20.0"
"I00119","P033","C000326","T01630","S0026","8","ct","53.0","424.0"
"I00237","P032","C000209","T09108","S0006","3","ct","16.0","48.0"
"I00169","P022","C000206","T08234","S0020","13","ct","17.0","221.0"
"I00033","P026","C000777","T07987","S0005","14","cans","16.0","224.0"
"I00135","P007","C000870","T04220","S0021","18","ct","14.0","252.0"
"I00026","P028","C000207","T06480","S0001","9","cans","6.75","60.75"
"I00038","P035","C000942","T04810","S0028","1","bottles","23.0","23.0"
"I00230","P026","C001076","T03729","S0029","23","pk","15.0","345.0"
"I00110","P024","C000864","T06293","S0007","20","oz","22.5","450.0"
"I00057","P010","C001913","T07511","S0011","1","bottles","24.0","24.0"
"I00227","P013","C000448","T05620","S0005","19","pk","15.0","285.0"
"I00235","P015","C001723","T07204","S0041","23","ct","14.0","322.0"
"I00203","P030","C000296","T02419","S0020","1","ct","18.0","18.0"
"I00160","P002","C001725","T09712","S0032","34","bags","17.0","578.0"
"I00191","P015","C000356","T09510","S0014","4","bars","24.0","96.0"
"I00130","P015","C000860","T00852","S0039","42","ct","14.0","588.0"
"I00055","P013","C001982","T08965","S0039","7","cans","40.0","280.0"
"I00035","P001","C001882","T02165","S0043","1","cans","16.0","16.0"
"I00201","P012","C001857","T00195","S0014","8","bars","23.0","184.0"
"I00136","P036","C001931","T07348","S0007","153","ct","19.5","2983.5"
"I00114","P010","C000911","T08318","S0033","33","ct","44.0","1452.0"
"I00109","P035","C000932","T00822","S0019","6","oz","17.0","102.0"
"I00155","P022","C001018","T04913","S0012","41","bags","17.0","697.0"
"I00210","P019","C000805","T07629","S0013","11","ct","15.0","165.0"
"I00018","P011","C000500","T09290","S0005","11","cans","6.75","74.25"
"I00205","P014","C000320","T06690","S0022","27","ct","16.0","432.0"
"I00157","P001","C001779","T03506","S0020","10","bags","17.0","170.0"
"I00095","P007","C001627","T03420","S0019","21","botlltes","16.0","336.0"
"I00046","P025","C001066","T08932","S0041","7","cans","8.0","56.0"
"I00184","P007","C001652","T02450","S0026","338","ct","12.0","4056.0"
"I00015","P038","C000550","T09605","S0017","5","cans","6.75","33.75"
"I00213","P031","C000480","T03686","S0011","1","ct","12.0","12.0"
"I00199","P003","C000422","T05051","S0030","6","ct","15.0","90.0"
"I00030","P026","C001195","T03212","S0018","12","cans","16.0","192.0"
"I00090","P036","C001257","T01608","S0036","6","bottles","9.0","54.0"
"I00051","P028","C000910","T06072","S0036","3","cans","23.0","69.0"
"I00165","P003","C000314","T05858","S0016","16","bags","16.0","256.0"
"I00261","P022","C000778","T09039","S0042","11","ct","33.0","363.0"
"I00012","P014","C000223","T06137","S0015","23","cans","16.25","373.75"
"I00184","P031","C000519","T09572","S0037","501","ct","12.0","6012.0"
"I00228","P003","C000373","T08518","S0023","12","pk","14.0","168.0"
"I00158","P032","C001695","T09577","S0012","46","NaN","17.0","782.0"
"I00026","P028","C001169","T01518","S0033","9","cans","6.75","60.75"
"I00191","P028","C001750","T03409","S0011","4","bars","24.0","96.0"
"I00056","P018","C001287","T06446","S0023","5","bottles","24.0","120.0"
"I00243","P016","C000064","T04740","S0042","17","oz","16.0","272.0"
"I00241","P005","C000214","T06032","S0013","303","ct","12.0","3636.0"
"I00151","P022","C000322","T05453","S0017","44","bags","17.0","748.0"
"I00179","P025","C001130","T07085","S0003","4","ct","19.0","76.0"
"I00040","P037","C001547","T09528","S0031","18","bottles","22.0","396.0"
"I00094","P031","C001756","T05847","S0032","2","bottles","11.0","22.0"
"I00151","P017","C000131","T08742","S0020","19","bags","17.0","323.0"
"I00004","P023","C001563","T06006","S0004","4","cans","6.75","27.0"
"I00083","P012","C000469","T04392","S0030","10","bottles","14.0","140.0"
"I00212","P014","C001640","T02755","S0026","19","ct","12.0","228.0"
"I00056","P002","C000543","T08521","S0040","6","bottles","24.0","144.0"
"I00117","P031","C000714","T07503","S0010","31","ct","46.0","1426.0"
"I00141","P007","C000259","T03363","S0036","115","ct","18.0","2070.0"
"I00219","P032","C000520","T02955","S0029","14","ct","22.0","308.0"
"I00223","P034","C000063","T03935","S0026","16","ct","13.5","216.0"
"I00180","P009","C001767","T02493","S0041","110","ct","19.0","2090.0"
"I00074","P036","C001928","T09608","S0036","3","bottles","20.0","60.0"
"I00015","P003","C000672","T06057","S0040","2","cans","6.75","13.5"
"I00213","P011","C001166","T04361","S0018","9","ct","12.0","108.0"
"I00236","P011","C001426","T01215","S0010","6","tins","12.0","72.0"
"I00104","P016","C001146","T08570","S0014","5","ct","14.0","70.0"
"I00100","P004","C000782","T08183","S0039","36","oz.","10.0","360.0"
"I00019","P032","C000100","T03312","S0001","3","cans","6.75","20.25"
"I00184","P036","C001027","T00388","S0013","509","ct","12.0","6108.0"
"I00254","P037","C000202","T06494","S0038","56","oz","13.0","728.0"
"I00054","P019","C000581","T00703","S0018","13","cans","40.0","520.0"
"I00258","P015","C001154","T03227","S0024","1","pk","21.0","21.0"
"I00119","P033","C001946","T02540","S0006","39","ct","53.0","2067.0"
"I00192","P010","C001391","T09022","S0014","1","ct","24.0","24.0"
"I00207","P016","C000073","T01770","S0023","2","ct","14.0","28.0"
"I00250","P002","C000587","T08847","S0026","3","pack","19.5","58.5"
"I00203","P001","C001401","T02760","S0010","20","ct","18.0","360.0"
"I00260","P018","C000564","T00845","S0032","621","ct","15.0","9315.0"
"I00052","P023","C001553","T09895","S0001","23","cans","40.0","920.0"
"I00257","P001","C000186","T01832","S0012","64","ct","21.0","1344.0"
"I00017","P039","C000106","T07022","S0042","9","cans","6.75","60.75"
"I00027","P031","C000428","T04146","S0016","13","cans","16.25","211.25"
"I00203","P023","C001144","T08887","S0035","15","ct","18.0","270.0"
"I00253","P005","C000986","T08418","S0013","44","bags","21.0","924.0"
"I00026","P037","C001647","T06368","S0015","7","cans","6.75","47.25"
"I00074","P028","C001221","T01064","S0036","2","bottles","20.0","40.0"
"I00050","P012","C000109","T04782","S0006","4","cans","8.0","32.0"
"I00241","P025","C000607","T07908","S0027","531","ct","12.0","6372.0"
"I00192","P005","C000413","T04835","S0018","7","ct","24.0","168.0"
"I00051","P039","C001870","T01241","S0023","5","cans","23.0","115.0"
"I00144","P008","C001164","T02639","S0035","181","ct","20.0","3620.0"
"I00233","P036","C001997","T05454","S0035","7","ct","12.0","84.0"
"I00058","P039","C000091","T08016","S0001","5","bottles","22.0","110.0"
"I00202","P002","C000279","T06714","S0017","2","ct","12.0","24.0"
"I00033","P039","C001348","T02830","S0038","13","cans","16.0","208.0"
"I00235","P012","C001076","T09895","S0037","31","ct","14.0","434.0"
"I00048","P006","C000856","T01943","S0011","8","cans","8.0","64.0"
"I00094","P013","C000514","T00131","S0007","25","bottles","11.0","275.0"
"I00086","P011","C000128","T05609","S0042","4","cans","18.0","72.0"
"I00257","P026","C000148","T00810","S0034","62","ct","21.0","1302.0"
"I00252","P023","C000998","T08941","S0039","2","ct","11.0","22.0"
"I00159","P037","C001952","T07452","S0012","17","bags","17.0","289.0"
"I00169","P029","C000319","T06796","S0004","5","ct","17.0","85.0"
"I00021","P038","C001861","T04317","S0017","4","cans","6.75","27.0"
"I00197","P036","C001837","T00731","S0030","21","bars","15.0","315.0"
"I00006","P032","C001000","T00544","S0030","2","cans","16.25","32.5"
"I00128","P013","C000547","T08444","S0012","1150","pk","16.0","18400.0"
"I00169","P015","C000244","T09079","S0014","28","ct","17.0","476.0"
"I00155","P024","C001586","T00683","S0022","16","bags","17.0","272.0"
"I00176","P014","C000855","T02331","S0026","21","ct","19.0","399.0"
"I00169","P028","C000779","T05128","S0030","10","ct","17.0","170.0"
"I00131","P026","C000615","T07787","S0040","110","ct","14.0","1540.0"
"I00166","P007","C000775","T05078","S0011","14","bags","17.0","238.0"
"I00088","P025","C001264","T09399","S0002","20","bottles","17.0","340.0"
"I00167","P024","C000477","T06667","S0013","5","ct","14.0","70.0"
"I00261","P022","C000575","T02220","S0012","29","ct","33.0","957.0"
"I00069","P032","C000944","T07932","S0044","16","bottles","17.5","280.0"
"I00105","P006","C000317","T05030","S0031","447","ct","16.5","7375.5"
"I00221","P005","C001903","T03326","S0035","2","ct","14.0","28.0"
"I00172","P005","C000737","T03034","S0044","3","oz","19.0","57.0"
"I00097","P023","C000314","T00510","S0012","5","cartons","19.0","95.0"
"I00071","P014","C000961","T06281","S0007","4","bottles","17.5","70.0"
"I00060","P014","C001502","T01627","S0019","11","bottles","22.0","242.0"
"I00017","P030","C001914","T00750","S0009","7","cans","6.75","47.25"
"I00057","P003","C001371","T07999","S0037","4","bottles","24.0","96.0"
"I00170","P029","C000295","T03091","S0021","7","ct","15.0","105.0"
"I00148","P039","C001738","T02127","S0008","586","ct","15.0","8790.0"
"I00126","P027","C000368","T00024","S0014","1007","ct","25.0","25175.0"
"I00022","P022","C000769","T04694","S0037","22","cans","16.25","357.5"
"I00006","P006","C001925","T08104","S0034","18","cans","16.25","292.5"
"I00092","P006","C001911","T00287","S0023","9","bottles","10.0","90.0"
"I00148","P013","C000613","T02076","S0027","583","ct","15.0","8745.0"
"I00156","P013","C001439","T02145","S0024","14","bags","17.0","238.0"
"I00041","P019","C000803","T03718","S0001","13","bottles","23.0","299.0"
"I00174","P039","C000999","T03176","S0032","54","oz","18.0","972.0"
"I00095","P002","C001212","T09678","S0020","14","botlltes","16.0","224.0"
"I00148","P002","C001052","T08280","S0020","530","ct","15.0","7950.0"
"I00207","P021","C001722","T00384","S0034","41","ct","14.0","574.0"
"I00070","P001","C000561","T00330","S0015","22","bottles","17.5","385.0"
"I00184","P026","C000197","T04529","S0024","191","ct","12.0","2292.0"
"I00213","P017","C000284","T05000","S0003","2","ct","12.0","24.0"
"I00216","P004","C000925","T00102","S0006","7","ct","16.5","115.5"
"I00038","P013","C001623","T01880","S0010","22","bottles","23.0","506.0"
"I00157","P017","C001698","T02511","S0038","7","bags","17.0","119.0"
"I00048","P028","C001604","T09043","S0001","8","cans","8.0","64.0"
"I00051","P023","C001863","T07338","S0001","7","cans","23.0","161.0"
"I00058","P011","C001670","T00304","S0025","9","bottles","22.0","198.0"
"I00235","P024","C000199","T08692","S0040","29","ct","14.0","406.0"
"I00173","P001","C000405","T01805","S0028","23","ct","19.0","437.0"
"I00172","P012","C001716","T05082","S0002","30","oz","19.0","570.0"
"I00179","P031","C001855","T08651","S0026","43","ct","19.0","817.0"
"I00002","P029","C000759","T07294","S0035","1","cans","6.75","6.75"
"I00163","P010","C001367","T05345","S0022","15","bags","15.0","225.0"
"I00116","P022","C001806","T05704","S0023","1","ct","48.0","48.0"
"I00003","P018","C001333","T01821","S0039","5","cans","6.75","33.75"
"I00264","P029","C000726","T06111","S0037","34","ct","15.0","510.0"
"I00195","P020","C000988","T00955","S0022","15","ct","12.5","187.5"
"I00133","P012","C000462","T09459","S0008","191","ct","15.0","2865.0"
"I00024","P026","C001653","T05139","S0009","25","cans","16.25","406.25"
"I00148","P039","C000287","T04562","S0029","279","ct","15.0","4185.0"
"I00162","P016","C000927","T09176","S0018","23","Bags","16.0","368.0"
"I00011","P011","C001153","T07434","S0022","5","cans","6.75","33.75"
"I00027","P019","C001341","T09322","S0036","4","cans","16.25","65.0"
"I00055","P022","C000403","T04405","S0029","1","cans","40.0","40.0"
"I00173","P021","C000027","T04216","S0033","59","ct","19.0","1121.0"
"I00133","P029","C000151","T09336","S0034","225","ct","15.0","3375.0"
"I00184","P010","C000763","T05865","S0018","668","ct","12.0","8016.0"
"I00119","P024","C000776","T03737","S0015","1","ct","53.0","53.0"
"I00191","P031","C001347","T01877","S0030","2","bars","24.0","48.0"
"I00015","P009","C000116","T00718","S0017","5","cans","6.75","33.75"
"I00219","P026","C001436","T04151","S0039","4","ct","22.0","88.0"
"I00127","P002","C000642","T02217","S0003","470","pk","12.5","5875.0"
"I00124","P032","C001875","T09014","S0023","2","ct","15.0","30.0"
"I00045","P026","C001057","T08337","S0042","11","cans","8.0","88.0"
"I00217","P031","C001379","T07903","S0037","24","oz","20.5","492.0"
"I00235","P033","C001051","T05058","S0019","31","ct","14.0","434.0"
"I00078","P039","C001380","T03837","S0032","11","bottles","17.0","187.0"
"I00180","P014","C001434","T07907","S0001","187","ct","19.0","3553.0"
"I00261","P036","C000133","T08208","S0015","16","ct","33.0","528.0"
"I00155","P001","C001057","T09141","S0017","18","bags","17.0","306.0"
"I00264","P033","C001744","T03028","S0030","8","ct","15.0","120.0"
"I00028","P033","C001273","T01526","S0020","1","cans","6.75","6.75"
"I00262","P030","C001276","T00542","S0031","77","ct","14.0","1078.0"
"I00257","P038","C000282","T07020","S0008","79","ct","21.0","1659.0"
"I00088","P021","C001276","T07058","S0005","10","bottles","17.0","170.0"
"I00097","P028","C000283","T04100","S0039","1","cartons","19.0","19.0"
"I00257","P016","C000607","T04529","S0002","35","ct","21.0","735.0"
"I00230","P014","C001911","T01311","S0028","38","pk","15.0","570.0"
"I00182","P031","C000733","T09955","S0009","2","oz","15.0","30.0"
"I00219","P010","C000571","T03599","S0005","21","ct","22.0","462.0"
"I00069","P038","C001771","T05736","S0007","16","bottles","17.5","280.0"
"I00255","P008","C000513","T03034","S0007","9","pack","20.0","180.0"
"I00191","P028","C000284","T04291","S0038","1","bars","24.0","24.0"
"I00045","P033","C001301","T06230","S0039","11","cans","8.0","88.0"
"I00178","P038","C001421","T09439","S0032","18","ct","26.0","468.0"
"I00185","P022","C001631","T08051","S0041","7","ct","14.0","98.0"
"I00153","P029","C000780","T00786","S0037","31","bags","15.0","465.0"
"I00174","P034","C000737","T09613","S0029","50","oz","18.0","900.0"
"I00145","P024","C001900","T01924","S0038","144","ct","17.0","2448.0"
"I00051","P039","C000664","T05026","S0042","2","cans","23.0","46.0"
"I00125","P032","C001041","T04443","S0023","1557","ct","15.0","23355.0"
"I00131","P016","C001591","T02936","S0007","27","ct","14.0","378.0"
"I00122","P020","C000677","T05097","S0016","134","ct","15.0","2010.0"
"I00019","P006","C001808","T00202","S0012","8","cans","6.75","54.0"
"I00249","P003","C001915","T00959","S0007","1","pack","16.0","16.0"
"I00001","P033","C001558","T07034","S0027","2","cans","11.5","23.0"
"I00139","P016","C000117","T02347","S0002","237","ct","24.0","5688.0"
"I00182","P008","C001065","T04698","S0026","10","oz","15.0","150.0"
"I00254","P013","C001353","T07634","S0012","30","oz","13.0","390.0"
"I00151","P021","C001791","T07518","S0032","6","bags","17.0","102.0"
"I00244","P033","C000941","T01922","S0010","47","oz","18.0","846.0"
"I00057","P026","C001999","T04534","S0036","7","bottles","24.0","168.0"
"I00231","P030","C000337","T05120","S0015","9","pk","16.0","144.0"
"I00172","P011","C001679","T06475","S0038","40","oz","19.0","760.0"
"I00115","P005","C001232","T04588","S0026","74","ct","53.0","3922.0"
"I00078","P024","C001157","T04883","S0017","12","bottles","17.0","204.0"
"I00231","P029","C001427","T05981","S0034","23","pk","16.0","368.0"
"I00173","P034","C000674","T03376","S0016","18","ct","19.0","342.0"
"I00077","P018","C001022","T00961","S0002","7","cans","6.75","47.25"
"I00105","P032","C000062","T06876","S0010","536","ct","16.5","8844.0"
"I00083","P016","C000113","T01875","S0014","11","bottles","14.0","154.0"
"I00138","P028","C000754","T03915","S0005","119","ct","32.0","3808.0"
"I00264","P039","C001854","T03382","S0002","32","ct","15.0","480.0"
"I00203","P039","C001985","T04497","S0017","7","ct","18.0","126.0"
"I00090","P026","C001605","T04020","S0027","21","bottles","9.0","189.0"
"I00150","P025","C001660","T09274","S0030","10","bags","16.0","160.0"
"I00185","P023","C001094","T05006","S0028","3","ct","14.0","42.0"
"I00264","P034","C001936","T06767","S0036","26","ct","15.0","390.0"
"I00094","P017","C000313","T03274","S0020","10","bottles","11.0","110.0"
"I00140","P003","C000702","T06328","S0015","292","ct","29.0","8468.0"
"I00200","P033","C000614","T06266","S0035","20","bars","20.0","400.0"
"I00016","P008","C001810","T04818","S0003","7","cans","16.25","113.75"
"I00019","P012","C001868","T05739","S0017","4","cans","6.75","27.0"
"I00083","P026","C001295","T03829","S0003","8","bottles","14.0","112.0"
"I00251","P002","C000450","T01274","S0006","6","oz","13.0","78.0"
"I00120","P021","C000583","T03378","S0012","2","ct","9.0","18.0"
"I00212","P037","C000300","T04735","S0038","21","ct","12.0","252.0"
"I00182","P002","C000838","T04834","S0021","46","oz","15.0","690.0"
"I00247","P019","C000989","T08895","S0012","54","oz","15.0","810.0"
"I00126","P039","C001068","T03527","S0010","818","ct","25.0","20450.0"
"I00022","P037","C000499","T00581","S0025","28","cans","16.25","455.0"
"I00143","P007","C000584","T00209","S0029","201","ct","16.0","3216.0"
"I00025","P004","C000361","T02427","S0025","5","cans","11.5","57.5"
"I00037","P028","C000817","T08459","S0014","16","cans","16.0","256.0"
"I00140","P037","C000622","T02674","S0004","449","ct","29.0","13021.0"
"I00123","P001","C000529","T01922","S0013","150","ct","45.0","6750.0"
"I00027","P027","C001548","T08315","S0036","23","cans","16.25","373.75"
"I00120","P014","C001664","T04873","S0040","5","ct","9.0","45.0"
"I00113","P017","C001538","T01352","S0042","3","ct","42.0","126.0"
"I00210","P034","C001346","T00049","S0005","2","ct","15.0","30.0"
"I00184","P017","C000940","T06870","S0042","442","ct","12.0","5304.0"
"I00098","P009","C001079","T09590","S0025","11","oz","10.0","110.0"
"I00034","P016","C000699","T03369","S0043","18","cans","16.0","288.0"
"I00227","P004","C001677","T09731","S0002","10","pk","15.0","150.0"
"I00073","P018","C000166","T09276","S0024","10","bottles","20.0","200.0"
"I00144","P020","C001153","T09113","S0038","109","ct","20.0","2180.0"
"I00080","P028","C001143","T08896","S0025","23","bottles","22.0","506.0"
"I00213","P036","C001553","T01092","S0005","12","ct","12.0","144.0"
"I00095","P038","C000721","T05372","S0033","5","botlltes","16.0","80.0"
"I00238","P020","C001224","T01931","S0032","305","ct","12.0","3660.0"
"I00221","P006","C001188","T02447","S0013","20","ct","14.0","280.0"
"I00016","P019","C000817","T09674","S0026","13","cans","16.25","211.25"
"I00221","P035","C000008","T06149","S0003","40","ct","14.0","560.0"
"I00108","P035","C001792","T04323","S0025","3","oz","15.0","45.0"
"I00233","P036","C001687","T03798","S0029","34","ct","12.0","408.0"
"I00198","P016","C001757","T02540","S0030","10","ct","12.0","120.0"
"I00243","P023","C000836","T07399","S0021","29","oz","16.0","464.0"
"I00025","P010","C000940","T01738","S0021","17","cans","11.5","195.5"
"I00014","P002","C000677","T03600","S0022","5","cans","6.75","33.75"
"I00190","P007","C001894","T04942","S0020","13","ct","16.0","208.0"
"I00180","P030","C000489","T09080","S0006","129","ct","19.0","2451.0"
"I00216","P028","C001091","T01052","S0011","11","ct","16.5","181.5"
"I00195","P007","C000433","T04005","S0024","10","ct","12.5","125.0"
"I00142","P012","C000538","T02703","S0016","103","ct","12.5","1287.5"
"I00226","P007","C001382","T06879","S0010","4","lb","15.0","60.0"
"I00160","P026","C001034","T05701","S0016","22","bags","17.0","374.0"
"I00206","P015","C000752","T09234","S0035","28","ct","15.0","420.0"
"I00038","P037","C000677","T02086","S0019","20","bottles","23.0","460.0"
"I00029","P008","C000510","T06451","S0031","1","cans","11.5","11.5"
"I00019","P017","C000241","T09350","S0016","3","cans","6.75","20.25"
"I00226","P039","C000673","T03607","S0005","3","lb","15.0","45.0"
"I00173","P029","C001584","T02083","S0015","37","ct","19.0","703.0"
"I00094","P007","C001497","T01451","S0004","25","bottles","11.0","275.0"
"I00217","P016","C001477","T03153","S0004","7","oz","20.5","143.5"
"I00080","P030","C000098","T03400","S0036","22","bottles","22.0","484.0"
"I00088","P029","C001342","T01954","S0001","1","bottles","17.0","17.0"
"I00208","P003","C001745","T01174","S0006","42","ct","14.0","588.0"
"I00263","P003","C001538","T02900","S0012","9","ct","14.0","126.0"
"I00026","P031","C000299","T05424","S0006","6","cans","6.75","40.5"
"I00141","P014","C000430","T00599","S0009","54","ct","18.0","972.0"
"I00029","P039","C001452","T00036","S0019","4","cans","11.5","46.0"
"I00133","P004","C001646","T06127","S0019","24","ct","15.0","360.0"
"I00232","P017","C000437","T09191","S0034","25","ct","12.0","300.0"
"I00181","P004","C000777","T07860","S0030","22","ct","26.0","572.0"
"I00077","P009","C001299","T09813","S0027","2","cans","6.75","13.5"
"I00197","P021","C000822","T08774","S0031","5","bars","15.0","75.0"
"I00059","P033","C000294","T06213","S0026","6","bottles","22.0","132.0"
"I00168","P012","C001175","T02196","S0044","40","ct","18.0","720.0"
"I00193","P002","C001109","T03103","S0015","46","ct","18.0","828.0"
"I00076","P027","C000384","T03670","S0038","8","cans","6.75","54.0"
"I00133","P036","C001706","T03939","S0032","190","ct","15.0","2850.0"
"I00207","P018","C001518","T02923","S0041","43","ct","14.0","602.0"
"I00050","P029","C000821","T04747","S0014","1","cans","8.0","8.0"
"I00240","P020","C001223","T06638","S0035","7","ct","14.0","98.0"
"I00227","P012","C001479","T07378","S0042","21","pk","15.0","315.0"
"I00262","P016","C001538","T04726","S0036","38","ct","14.0","532.0"
"I00204","P009","C001660","T08427","S0036","16","ct","17.0","272.0"
"I00187","P014","C000737","T00247","S0021","17","ct","13.0","221.0"
"I00017","P022","C001723","T01646","S0019","4","cans","6.75","27.0"
"I00116","P028","C001792","T01274","S0044","52","ct","48.0","2496.0"
"I00135","P021","C001799","T09786","S0032","4","ct","14.0","56.0"
"I00125","P029","C001074","T08822","S0007","1869","ct","15.0","28035.0"
"I00152","P025","C000159","T08176","S0034","22","bags","15.0","330.0"
"I00173","P037","C000831","T07002","S0029","57","ct","19.0","1083.0"
"I00250","P035","C000865","T01884","S0029","1","pack","19.5","19.5"
"I00133","P039","C001311","T07746","S0007","215","ct","15.0","3225.0"
"I00103","P017","C001582","T01417","S0003","152","tubs","15.0","2280.0"
"I00113","P035","C000118","T09959","S0013","2","ct","42.0","84.0"
"I00187","P010","C001281","T00777","S0037","1","ct","13.0","13.0"
"I00039","P021","C000138","T06174","S0010","15","bottles","26.0","390.0"
"I00067","P010","C000439","T03619","S0029","2","bottles","8.0","16.0"
"I00145","P009","C000088","T03420","S0022","3","ct","17.0","51.0"
"I00203","P006","C000798","T05073","S0026","7","ct","18.0","126.0"
"I00243","P029","C001275","T06209","S0013","35","oz","16.0","560.0"
"I00205","P033","C000363","T02862","S0023","44","ct","16.0","704.0"
"I00104","P027","C001052","T01843","S0030","2","ct","14.0","28.0"
"I00119","P035","C000173","T07487","S0043","88","ct","53.0","4664.0"
"I00117","P039","C000514","T05760","S0001","75","ct","46.0","3450.0"
"I00076","P001","C001552","T02867","S0002","6","cans","6.75","40.5"
"I00160","P010","C000140","T07512","S0003","22","bags","17.0","374.0"
"I00080","P006","C001899","T05577","S0021","7","bottles","22.0","154.0"
"I00084","P002","C000380","T00556","S0014","23","bottles","18.0","414.0"
"I00175","P028","C001401","T07189","S0032","50","oz","19.0","950.0"
"I00197","P019","C001692","T09643","S0011","20","bars","15.0","300.0"
"I00154","P025","C001352","T09800","S0017","20","Bags","15.0","300.0"
